quote_date,expiration,strike,option_type,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,trade_volume,open_interest
2019-06-26,2019-07-15,2000,P,19,0.05,6,0.1,2917.8,2918.42,0,40
2019-06-26,2019-07-15,2050,C,35,866.1,35,870.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2050,P,1468,0.05,1481,0.15,2917.8,2918.42,0,121
2019-06-26,2019-07-15,2100,C,35,816.2,35,820.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2100,P,62,0.1,92,0.15,2917.8,2918.42,0,90
2019-06-26,2019-07-15,2150,C,35,766.3,35,771.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2150,P,1226,0.1,1850,0.2,2917.8,2918.42,0,34
2019-06-26,2019-07-15,2200,C,35,716.4,35,721.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2200,P,146,0.15,1922,0.25,2917.8,2918.42,0,41
2019-06-26,2019-07-15,2250,C,35,666.5,35,671,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2250,P,1892,0.15,378,0.25,2917.8,2918.42,0,21
2019-06-26,2019-07-15,2275,C,35,641.5,35,646.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2275,P,999,0.2,1839,0.3,2917.8,2918.42,0,1
2019-06-26,2019-07-15,2300,C,35,616.6,35,621.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2300,P,1892,0.2,425,0.3,2917.8,2918.42,5,2
2019-06-26,2019-07-15,2325,C,35,591.4,35,596.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2325,P,1106,0.25,1663,0.35,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2350,C,35,566.7,35,571.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2350,P,152,0.3,365,0.35,2917.8,2918.42,0,26
2019-06-26,2019-07-15,2375,C,35,541.8,35,546.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2375,P,1501,0.3,372,0.4,2917.8,2918.42,0,10
2019-06-26,2019-07-15,2400,C,35,516.9,35,521.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2400,P,1281,0.35,416,0.45,2917.8,2918.42,0,13
2019-06-26,2019-07-15,2425,C,35,492,35,496.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2425,P,1221,0.4,603,0.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2450,C,35,467.1,35,471.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2450,P,1628,0.45,404,0.55,2917.8,2918.42,0,20
2019-06-26,2019-07-15,2475,C,35,442.2,35,447,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2475,P,714,0.55,1106,0.65,2917.8,2918.42,0,6
2019-06-26,2019-07-15,2500,C,35,417.4,35,422,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2500,P,542,0.65,1168,0.75,2917.8,2918.42,1,625
2019-06-26,2019-07-15,2510,C,35,407.1,35,411.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2510,P,308,0.7,1315,0.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2520,C,35,397.4,35,402.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2520,P,96,0.75,1320,0.85,2917.8,2918.42,0,826
2019-06-26,2019-07-15,2525,C,35,392.4,35,397.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2525,P,686,0.75,423,0.85,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2530,C,35,387.5,35,392.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2530,P,113,0.8,1236,0.9,2917.8,2918.42,0,209
2019-06-26,2019-07-15,2540,C,35,377.5,35,382.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2540,P,334,0.85,1056,0.95,2917.8,2918.42,10,220
2019-06-26,2019-07-15,2550,C,35,367.6,35,372.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2550,P,647,0.9,1814,1.05,2917.8,2918.42,0,203
2019-06-26,2019-07-15,2560,C,35,357.7,35,362.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2560,P,984,0.95,1286,1.1,2917.8,2918.42,0,74
2019-06-26,2019-07-15,2570,C,35,347.8,35,352.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2570,P,507,1.05,1715,1.2,2917.8,2918.42,0,235
2019-06-26,2019-07-15,2575,C,35,342.8,35,347.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2575,P,97,1.1,458,1.2,2917.8,2918.42,20,4
2019-06-26,2019-07-15,2580,C,35,337.9,35,342.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2580,P,992,1.1,946,1.25,2917.8,2918.42,0,10
2019-06-26,2019-07-15,2590,C,35,328.1,35,332.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2590,P,876,1.2,973,1.35,2917.8,2918.42,0,52
2019-06-26,2019-07-15,2600,C,35,318.1,35,322.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2600,P,73,1.35,574,1.45,2917.8,2918.42,20,129
2019-06-26,2019-07-15,2610,C,35,308.2,35,313.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2610,P,459,1.45,1303,1.6,2917.8,2918.42,0,27
2019-06-26,2019-07-15,2620,C,35,298.4,35,303.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2620,P,80,1.6,713,1.7,2917.8,2918.42,0,67
2019-06-26,2019-07-15,2625,C,35,293.5,35,298.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2625,P,484,1.65,1207,1.8,2917.8,2918.42,0,1862
2019-06-26,2019-07-15,2630,C,35,288.5,35,293.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2630,P,796,1.7,701,1.85,2917.8,2918.42,0,3294
2019-06-26,2019-07-15,2635,C,35,283.6,35,288.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2635,P,393,1.8,1066,1.95,2917.8,2918.42,0,2258
2019-06-26,2019-07-15,2640,C,35,278.7,35,283.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2640,P,76,1.9,510,2,2917.8,2918.42,0,992
2019-06-26,2019-07-15,2645,C,35,273.8,35,278.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2645,P,709,1.95,559,2.1,2917.8,2918.42,0,1383
2019-06-26,2019-07-15,2650,C,35,268.9,35,273.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2650,P,652,2.05,689,2.2,2917.8,2918.42,0,194
2019-06-26,2019-07-15,2655,C,35,264,35,268.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2655,P,629,2.15,619,2.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2660,C,35,259.1,35,263.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2660,P,592,2.25,537,2.4,2917.8,2918.42,0,66
2019-06-26,2019-07-15,2665,C,40,255.3,40,257.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2665,P,658,2.35,510,2.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2670,C,40,250.5,40,252.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2670,P,809,2.45,965,2.65,2917.8,2918.42,0,55
2019-06-26,2019-07-15,2675,C,40,245.6,40,247.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2675,P,335,2.6,548,2.75,2917.8,2918.42,0,60
2019-06-26,2019-07-15,2680,C,40,240.8,40,243.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2680,P,715,2.7,600,2.9,2917.8,2918.42,0,429
2019-06-26,2019-07-15,2685,C,40,235.9,40,238.2,2917.8,2918.42,2,0
2019-06-26,2019-07-15,2685,P,727,2.85,119,3,2917.8,2918.42,0,28
2019-06-26,2019-07-15,2690,C,40,231.1,40,233.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2690,P,459,3,779,3.2,2917.8,2918.42,6,11
2019-06-26,2019-07-15,2695,C,40,226.2,40,228.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2695,P,881,3.1,1390,3.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2700,C,40,221.4,40,223.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2700,P,695,3.3,481,3.5,2917.8,2918.42,1,49
2019-06-26,2019-07-15,2705,C,42,216.6,48,218.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2705,P,317,3.5,606,3.7,2917.8,2918.42,0,6
2019-06-26,2019-07-15,2710,C,42,211.8,50,214.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2710,P,294,3.7,776,3.9,2917.8,2918.42,1,20
2019-06-26,2019-07-15,2715,C,43,207,50,209.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2715,P,166,3.9,770,4.1,2917.8,2918.42,36,5
2019-06-26,2019-07-15,2720,C,47,202.2,48,204.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2720,P,229,4.1,510,4.3,2917.8,2918.42,3,8
2019-06-26,2019-07-15,2725,C,34,197.5,45,199.7,2917.8,2918.42,0,8
2019-06-26,2019-07-15,2725,P,274,4.3,412,4.5,2917.8,2918.42,0,7
2019-06-26,2019-07-15,2730,C,44,192.6,37,194.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2730,P,474,4.5,165,4.7,2917.8,2918.42,0,33
2019-06-26,2019-07-15,2735,C,35,188,48,190.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2735,P,514,4.7,341,5,2917.8,2918.42,0,1832
2019-06-26,2019-07-15,2740,C,48,183.2,38,185.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2740,P,465,5,11,5.2,2917.8,2918.42,0,2808
2019-06-26,2019-07-15,2745,C,37,178.5,51,180.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2745,P,434,5.3,143,5.5,2917.8,2918.42,0,1
2019-06-26,2019-07-15,2750,C,38,173.8,35,175.9,2917.8,2918.42,0,8
2019-06-26,2019-07-15,2750,P,263,5.6,220,5.8,2917.8,2918.42,4,340
2019-06-26,2019-07-15,2755,C,42,169.1,34,171.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2755,P,256,5.9,128,6.1,2917.8,2918.42,0,143
2019-06-26,2019-07-15,2760,C,39,164.5,40,166.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2760,P,358,6.2,431,6.5,2917.8,2918.42,1,1849
2019-06-26,2019-07-15,2765,C,42,159.8,40,161.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2765,P,164,6.6,225,6.8,2917.8,2918.42,0,8
2019-06-26,2019-07-15,2770,C,46,155.2,39,157.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2770,P,311,6.9,352,7.2,2917.8,2918.42,2,25
2019-06-26,2019-07-15,2775,C,39,150.6,50,152.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2775,P,307,7.3,346,7.6,2917.8,2918.42,0,116
2019-06-26,2019-07-15,2780,C,44,146,49,148.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2780,P,174,7.7,296,8,2917.8,2918.42,5,32
2019-06-26,2019-07-15,2785,C,45,141.4,34,143.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2785,P,23,8.2,108,8.4,2917.8,2918.42,0,176
2019-06-26,2019-07-15,2790,C,39,137,45,139,2917.8,2918.42,5,50
2019-06-26,2019-07-15,2790,P,128,8.6,246,8.9,2917.8,2918.42,17,2018
2019-06-26,2019-07-15,2795,C,40,132.5,48,134.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2795,P,67,9.1,242,9.4,2917.8,2918.42,0,55
2019-06-26,2019-07-15,2800,C,47,128,47,130,2917.8,2918.42,7,33
2019-06-26,2019-07-15,2800,P,76,9.6,199,9.9,2917.8,2918.42,15,130
2019-06-26,2019-07-15,2805,C,41,123.6,40,125.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2805,P,21,10.2,36,10.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2810,C,41,119.2,45,121.1,2917.8,2918.42,0,1
2019-06-26,2019-07-15,2810,P,143,10.7,89,11,2917.8,2918.42,0,36
2019-06-26,2019-07-15,2815,C,47,114.8,44,116.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2815,P,138,11.3,33,11.6,2917.8,2918.42,0,52
2019-06-26,2019-07-15,2820,C,42,110.5,37,112.3,2917.8,2918.42,3,0
2019-06-26,2019-07-15,2820,P,85,12,124,12.3,2917.8,2918.42,5,93
2019-06-26,2019-07-15,2825,C,44,106.2,41,108,2917.8,2918.42,1,1
2019-06-26,2019-07-15,2825,P,20,12.7,31,12.9,2917.8,2918.42,0,25
2019-06-26,2019-07-15,2830,C,36,102,38,103.7,2917.8,2918.42,0,31
2019-06-26,2019-07-15,2830,P,82,13.4,83,13.7,2917.8,2918.42,0,19
2019-06-26,2019-07-15,2835,C,46,97.7,54,99.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2835,P,18,14.2,28,14.4,2917.8,2918.42,0,51
2019-06-26,2019-07-15,2840,C,40,93.5,49,95.2,2917.8,2918.42,3,0
2019-06-26,2019-07-15,2840,P,16,15,52,15.3,2917.8,2918.42,8,179
2019-06-26,2019-07-15,2845,C,40,89.5,36,91.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2845,P,103,15.8,26,16.1,2917.8,2918.42,33,200
2019-06-26,2019-07-15,2850,C,1,85.9,1,86.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2850,P,15,16.8,30,17,2917.8,2918.42,12,76
2019-06-26,2019-07-15,2855,C,1,81.9,1,82.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2855,P,71,17.7,40,18,2917.8,2918.42,0,62
2019-06-26,2019-07-15,2860,C,1,77.9,1,78.4,2917.8,2918.42,0,6
2019-06-26,2019-07-15,2860,P,40,18.7,27,19,2917.8,2918.42,7,59
2019-06-26,2019-07-15,2865,C,3,74,3,74.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2865,P,65,19.8,25,20.1,2917.8,2918.42,2,247
2019-06-26,2019-07-15,2870,C,4,70.2,4,70.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2870,P,86,20.9,24,21.2,2917.8,2918.42,0,210
2019-06-26,2019-07-15,2875,C,6,66.4,6,66.9,2917.8,2918.42,0,50
2019-06-26,2019-07-15,2875,P,84,22.1,22,22.4,2917.8,2918.42,0,535
2019-06-26,2019-07-15,2880,C,8,62.7,8,63.1,2917.8,2918.42,0,20
2019-06-26,2019-07-15,2880,P,33,23.4,20,23.7,2917.8,2918.42,3,133
2019-06-26,2019-07-15,2885,C,9,59,9,59.5,2917.8,2918.42,5,20
2019-06-26,2019-07-15,2885,P,10,24.8,20,25.1,2917.8,2918.42,0,192
2019-06-26,2019-07-15,2890,C,11,55.5,11,55.9,2917.8,2918.42,0,10
2019-06-26,2019-07-15,2890,P,29,26.2,19,26.5,2917.8,2918.42,22,41
2019-06-26,2019-07-15,2895,C,11,52,11,52.5,2917.8,2918.42,0,75
2019-06-26,2019-07-15,2895,P,17,27.7,17,28,2917.8,2918.42,1,48
2019-06-26,2019-07-15,2900,C,12,48.6,12,49.1,2917.8,2918.42,0,140
2019-06-26,2019-07-15,2900,P,16,29.3,16,29.7,2917.8,2918.42,3,335
2019-06-26,2019-07-15,2905,C,12,45.4,12,45.8,2917.8,2918.42,0,60
2019-06-26,2019-07-15,2905,P,16,31,16,31.4,2917.8,2918.42,5,52
2019-06-26,2019-07-15,2910,C,14,42.2,14,42.6,2917.8,2918.42,0,19
2019-06-26,2019-07-15,2910,P,16,32.8,16,33.2,2917.8,2918.42,3,30
2019-06-26,2019-07-15,2915,C,14,39.1,14,39.5,2917.8,2918.42,0,894
2019-06-26,2019-07-15,2915,P,14,34.7,14,35.1,2917.8,2918.42,0,3
2019-06-26,2019-07-15,2920,C,69,36.1,14,36.5,2917.8,2918.42,12,156
2019-06-26,2019-07-15,2920,P,14,36.7,14,37.1,2917.8,2918.42,6,43
2019-06-26,2019-07-15,2925,C,29,33.3,14,33.7,2917.8,2918.42,37,427
2019-06-26,2019-07-15,2925,P,14,38.9,14,39.3,2917.8,2918.42,27,197
2019-06-26,2019-07-15,2930,C,31,30.6,16,31,2917.8,2918.42,4,82
2019-06-26,2019-07-15,2930,P,14,41.1,14,41.5,2917.8,2918.42,4,55
2019-06-26,2019-07-15,2935,C,31,28,21,28.4,2917.8,2918.42,5,39
2019-06-26,2019-07-15,2935,P,14,43.5,14,43.9,2917.8,2918.42,0,34
2019-06-26,2019-07-15,2940,C,89,25.5,16,25.9,2917.8,2918.42,188,214
2019-06-26,2019-07-15,2940,P,12,46,12,46.5,2917.8,2918.42,0,54
2019-06-26,2019-07-15,2945,C,45,23.2,17,23.5,2917.8,2918.42,42,293
2019-06-26,2019-07-15,2945,P,11,48.7,11,49.1,2917.8,2918.42,0,41
2019-06-26,2019-07-15,2950,C,26,21,20,21.3,2917.8,2918.42,5,357
2019-06-26,2019-07-15,2950,P,9,51.4,9,51.9,2917.8,2918.42,0,48
2019-06-26,2019-07-15,2955,C,49,18.9,20,19.2,2917.8,2918.42,7,112
2019-06-26,2019-07-15,2955,P,8,54.3,8,54.8,2917.8,2918.42,4,41
2019-06-26,2019-07-15,2960,C,67,16.9,50,17.3,2917.8,2918.42,66,54
2019-06-26,2019-07-15,2960,P,6,57.4,6,57.9,2917.8,2918.42,0,543
2019-06-26,2019-07-15,2965,C,114,15.1,25,15.4,2917.8,2918.42,0,76
2019-06-26,2019-07-15,2965,P,3,60.6,3,61,2917.8,2918.42,0,5
2019-06-26,2019-07-15,2970,C,139,13.4,27,13.7,2917.8,2918.42,11,1743
2019-06-26,2019-07-15,2970,P,1,63.9,1,64.3,2917.8,2918.42,3,6
2019-06-26,2019-07-15,2975,C,63,11.9,70,12.2,2917.8,2918.42,47,239
2019-06-26,2019-07-15,2975,P,1,67.3,1,67.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2980,C,19,10.5,101,10.8,2917.8,2918.42,3,60
2019-06-26,2019-07-15,2980,P,53,70.2,46,72,2917.8,2918.42,0,3
2019-06-26,2019-07-15,2985,C,34,9.2,117,9.5,2917.8,2918.42,7,29
2019-06-26,2019-07-15,2985,P,44,73.9,42,75.7,2917.8,2918.42,0,2
2019-06-26,2019-07-15,2990,C,74,8,104,8.3,2917.8,2918.42,17,198
2019-06-26,2019-07-15,2990,P,38,77.7,35,79.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,2995,C,21,7,91,7.2,2917.8,2918.42,5,110
2019-06-26,2019-07-15,2995,P,43,81.6,36,83.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3000,C,177,6,37,6.2,2917.8,2918.42,140,675
2019-06-26,2019-07-15,3000,P,51,85.6,35,87.6,2917.8,2918.42,0,3
2019-06-26,2019-07-15,3005,C,155,5.2,143,5.4,2917.8,2918.42,2,107
2019-06-26,2019-07-15,3005,P,37,89.7,38,91.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3010,C,351,4.4,272,4.7,2917.8,2918.42,3,139
2019-06-26,2019-07-15,3010,P,40,93.9,44,96,2917.8,2918.42,0,1
2019-06-26,2019-07-15,3015,C,208,3.8,240,4,2917.8,2918.42,3,31
2019-06-26,2019-07-15,3015,P,41,98.3,35,100.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3020,C,381,3.2,188,3.4,2917.8,2918.42,7,53
2019-06-26,2019-07-15,3020,P,43,102.6,43,104.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3025,C,245,2.75,210,2.9,2917.8,2918.42,75,159
2019-06-26,2019-07-15,3025,P,40,107.2,40,109.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3030,C,200,2.35,237,2.5,2917.8,2918.42,1,71
2019-06-26,2019-07-15,3030,P,35,111.7,40,113.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3035,C,209,2,276,2.15,2917.8,2918.42,2,10
2019-06-26,2019-07-15,3035,P,40,116.3,40,118.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3040,C,314,1.7,95,1.8,2917.8,2918.42,100,145
2019-06-26,2019-07-15,3040,P,40,121,40,123.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3045,C,379,1.45,100,1.55,2917.8,2918.42,100,20
2019-06-26,2019-07-15,3045,P,40,125.7,40,128,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3050,C,395,1.25,469,1.4,2917.8,2918.42,0,629
2019-06-26,2019-07-15,3050,P,40,130.5,40,132.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3055,C,151,1.1,487,1.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3055,P,40,135.3,40,137.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3060,C,201,0.95,530,1.05,2917.8,2918.42,0,2
2019-06-26,2019-07-15,3060,P,40,140.2,40,142.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3065,C,573,0.8,769,0.95,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3065,P,40,145,40,147.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3070,C,704,0.7,926,0.85,2917.8,2918.42,6,26
2019-06-26,2019-07-15,3070,P,40,149.9,40,152.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3075,C,77,0.65,996,0.75,2917.8,2918.42,0,21
2019-06-26,2019-07-15,3075,P,40,154.8,40,157.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3080,C,741,0.55,1062,0.7,2917.8,2918.42,0,23
2019-06-26,2019-07-15,3080,P,40,159.8,40,162.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3085,C,430,0.5,110,0.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3085,P,40,164.7,40,167.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3090,C,698,0.45,185,0.55,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3090,P,40,169.6,40,172.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3100,C,1291,0.35,1193,0.5,2917.8,2918.42,0,125
2019-06-26,2019-07-15,3100,P,40,179.6,40,182,2917.8,2918.42,0,1
2019-06-26,2019-07-15,3110,C,1190,0.3,28,0.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3110,P,35,188.1,35,192.9,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3120,C,1446,0.25,1438,0.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3120,P,35,198,35,202.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3125,C,989,0.25,159,0.35,2917.8,2918.42,0,125
2019-06-26,2019-07-15,3125,P,35,203.3,35,207.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3130,C,670,0.25,1177,0.35,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3130,P,35,208,35,212.8,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3140,C,1252,0.2,20,0.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3140,P,35,217.9,35,222.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3150,C,904,0.2,1119,0.3,2917.8,2918.42,0,190
2019-06-26,2019-07-15,3150,P,35,228.2,35,232.7,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3175,C,1325,0.15,671,0.25,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3175,P,35,253.1,35,257.6,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3200,C,479,0.15,145,0.2,2917.8,2918.42,5,23
2019-06-26,2019-07-15,3200,P,35,277.7,35,282.5,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3225,C,1288,0.1,1366,0.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3225,P,35,302.7,35,307.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3250,C,1315,0.05,292,0.15,2917.8,2918.42,0,6
2019-06-26,2019-07-15,3250,P,35,327.9,35,332.4,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3300,C,0,0,22,0.1,2917.8,2918.42,0,11
2019-06-26,2019-07-15,3300,P,35,377.5,35,382.3,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3350,C,0,0,1516,0.1,2917.8,2918.42,0,12
2019-06-26,2019-07-15,3350,P,35,427.7,35,432.2,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3400,C,0,0,1914,0.1,2917.8,2918.42,0,0
2019-06-26,2019-07-15,3400,P,35,477.6,35,482.4,2917.8,2918.42,0,0
2019-06-26,2019-07-17,1800,C,50,1115.3,50,1121,2917.8,2918.42,0,0
2019-06-26,2019-07-17,1800,P,0,0,1676,0.1,2917.8,2918.42,0,20
2019-06-26,2019-07-17,1900,C,50,1015.5,50,1021.2,2917.8,2918.42,1,21
2019-06-26,2019-07-17,1900,P,0,0,5,0.1,2917.8,2918.42,0,50
2019-06-26,2019-07-17,1950,C,50,965.6,50,971.3,2917.8,2918.42,0,0
2019-06-26,2019-07-17,1950,P,884,0.05,5,0.1,2917.8,2918.42,0,38
2019-06-26,2019-07-17,2000,C,50,915.7,50,921.4,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2000,P,15,0.1,1238,0.15,2917.8,2918.42,15,104
2019-06-26,2019-07-17,2050,C,50,865.9,50,871.3,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2050,P,484,0.1,2048,0.2,2917.8,2918.42,0,28
2019-06-26,2019-07-17,2100,C,50,815.9,50,821.6,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2100,P,1424,0.1,1220,0.2,2917.8,2918.42,20,76
2019-06-26,2019-07-17,2150,C,50,765.9,50,771.4,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2150,P,478,0.15,1667,0.25,2917.8,2918.42,0,51
2019-06-26,2019-07-17,2200,C,50,716.1,50,721.8,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2200,P,2004,0.15,1713,0.3,2917.8,2918.42,0,18
2019-06-26,2019-07-17,2250,C,50,666.2,50,671.9,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2250,P,2024,0.2,1772,0.35,2917.8,2918.42,0,1
2019-06-26,2019-07-17,2300,C,50,616.6,50,622,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2300,P,172,0.3,1691,0.4,2917.8,2918.42,9,0
2019-06-26,2019-07-17,2325,C,50,591.4,50,597.1,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2325,P,1822,0.3,282,0.4,2917.8,2918.42,0,10
2019-06-26,2019-07-17,2350,C,50,566.7,50,572.1,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2350,P,1262,0.35,945,0.45,2917.8,2918.42,10,16
2019-06-26,2019-07-17,2375,C,50,541.6,50,547.3,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2375,P,1109,0.4,908,0.5,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2400,C,50,516.7,50,522.4,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2400,P,1417,0.45,1534,0.6,2917.8,2918.42,0,8
2019-06-26,2019-07-17,2425,C,50,491.8,50,497.5,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2425,P,138,0.55,1447,0.65,2917.8,2918.42,0,24
2019-06-26,2019-07-17,2450,C,50,467.1,50,472.6,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2450,P,1146,0.6,1556,0.75,2917.8,2918.42,0,19
2019-06-26,2019-07-17,2475,C,50,442,50,447.8,2917.8,2918.42,0,0
2019-06-26,2019-07-17,2475,P,914,0.7,1563,0.85,2917.8,2918.42,0,22
2019-06-26,2019-07-17,2500,C,50,417.2,50,422.9,2917.8,2918.42,0,0
